Building,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
B956,0.434,0.637,0.459,0.673,0.69,0.7,0.657,0.7,0.7,0.698,0.623,0.38,0.424,0.317,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.246,0.395
B957,0.338,0.628,0.688,0.596,0.7,0.7,0.7,0.7,0.7,0.615,0.489,0.426,0.276,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.37,0.386
B958,0.314,0.466,0.592,0.7,0.596,0.7,0.7,0.7,0.7,0.573,0.641,0.544,0.388,0.321,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.234,0.246,0.409
B959,0.303,0.436,0.604,0.581,0.7,0.7,0.7,0.635,0.7,0.551,0.454,0.437,0.353,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.272,0.336
B960,0.471,0.454,0.566,0.7,0.7,0.596,0.669,0.63,0.7,0.7,0.645,0.528,0.286,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.211,0.524
B961,0.499,0.436,0.657,0.7,0.7,0.7,0.7,0.7,0.652,0.7,0.651,0.441,0.317,0.275,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.252,0.473
B962,0.341,0.454,0.599,0.537,0.7,0.631,0.7,0.7,0.7,0.7,0.574,0.481,0.308,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.407
B963,0.506,0.477,0.693,0.548,0.7,0.7,0.647,0.555,0.7,0.677,0.555,0.486,0.351,0.224,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.35
B964,0.495,0.6,0.7,0.588,0.7,0.7,0.7,0.7,0.7,0.568,0.478,0.359,0.298,0.205,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.316,0.418
B965,0.314,0.57,0.554,0.7,0.67,0.7,0.7,0.7,0.7,0.675,0.457,0.4,0.446,0.269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.269,0.325
B966,0.472,0.459,0.7,0.7,0.7,0.7,0.7,0.7,0.648,0.677,0.647,0.383,0.396,0.248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.253,0.297
B967,0.361,0.543,0.7,0.507,0.573,0.7,0.7,0.622,0.601,0.57,0.497,0.439,0.345,0.225,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.275,0.458
B968,0.394,0.521,0.458,0.585,0.7,0.685,0.7,0.7,0.7,0.678,0.378,0.476,0.298,0.237,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.344,0.312
B969,0.429,0.455,0.7,0.588,0.7,0.7,0.7,0.7,0.7,0.625,0.529,0.527,0.331,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.448
B970,0.377,0.379,0.462,0.7,0.7,0.624,0.7,0.674,0.7,0.53,0.528,0.381,0.319,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.253,0.353,0.442
B971,0.389,0.436,0.7,0.576,0.7,0.7,0.633,0.7,0.7,0.625,0.692,0.416,0.342,0.243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.463
B972,0.435,0.517,0.7,0.533,0.7,0.7,0.64,0.7,0.567,0.494,0.43,0.55,0.345,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.293,0.387
B973,0.455,0.437,0.589,0.7,0.7,0.7,0.7,0.7,0.65,0.7,0.528,0.444,0.22,0.269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.409
B974,0.367,0.405,0.49,0.7,0.575,0.613,0.7,0.7,0.7,0.482,0.441,0.559,0.424,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.222,0.453
B975,0.269,0.583,0.652,0.567,0.7,0.7,0.7,0.7,0.7,0.521,0.503,0.577,0.308,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297,0.307
B976,0.386,0.493,0.623,0.7,0.7,0.668,0.7,0.7,0.7,0.691,0.507,0.37,0.43,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.412
B977,0.42,0.586,0.447,0.668,0.644,0.629,0.7,0.7,0.7,0.516,0.563,0.464,0.292,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.318,0.339
B978,0.491,0.389,0.423,0.7,0.583,0.7,0.7,0.682,0.7,0.7,0.514,0.468,0.382,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.45
B979,0.44,0.559,0.619,0.7,0.651,0.666,0.7,0.7,0.581,0.7,0.58,0.546,0.279,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.372,0.345
B980,0.432,0.469,0.7,0.64,0.7,0.7,0.7,0.7,0.531,0.585,0.677,0.461,0.401,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.213,0.266,0.472
B981,0.347,0.549,0.7,0.582,0.636,0.7,0.7,0.7,0.643,0.7,0.406,0.545,0.285,0.322,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.269,0.467
B982,0.5,0.457,0.673,0.7,0.7,0.7,0.7,0.7,0.7,0.585,0.442,0.495,0.35,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.358,0.37
B983,0.474,0.417,0.573,0.7,0.7,0.7,0.7,0.7,0.606,0.611,0.563,0.475,0.249,0.301,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.267,0.415
B984,0.417,0.416,0.594,0.697,0.611,0.665,0.694,0.671,0.7,0.628,0.537,0.51,0.234,0.222,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.311,0.476
B985,0.362,0.524,0.645,0.7,0.7,0.7,0.7,0.571,0.639,0.7,0.664,0.521,0.374,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.294
B986,0.339,0.528,0.468,0.688,0.7,0.7,0.7,0.612,0.7,0.623,0.62,0.387,0.336,0.285,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.378,0.514
B987,0.407,0.571,0.647,0.599,0.536,0.7,0.7,0.7,0.7,0.7,0.589,0.438,0.284,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.35
B988,0.36,0.559,0.56,0.59,0.7,0.7,0.7,0.7,0.7,0.7,0.697,0.428,0.434,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.331,0.456
B989,0.415,0.495,0.628,0.7,0.7,0.694,0.687,0.64,0.7,0.508,0.474,0.581,0.295,0.27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.348,0.426
B990,0.511,0.631,0.578,0.7,0.7,0.684,0.7,0.7,0.577,0.571,0.393,0.551,0.385,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.28
B991,0.334,0.407,0.7,0.594,0.645,0.7,0.7,0.7,0.7,0.593,0.464,0.367,0.389,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.321,0.399
B992,0.317,0.593,0.7,0.66,0.645,0.7,0.7,0.7,0.7,0.685,0.52,0.508,0.363,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.345,0.304
B993,0.32,0.402,0.562,0.659,0.7,0.7,0.657,0.7,0.691,0.579,0.565,0.563,0.289,0.221,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.234,0.233,0.352
B994,0.348,0.434,0.555,0.7,0.64,0.7,0.7,0.7,0.7,0.562,0.668,0.529,0.306,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.277,0.464
B995,0.499,0.656,0.504,0.576,0.609,0.7,0.7,0.645,0.7,0.57,0.429,0.425,0.316,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.285,0.461
B996,0.406,0.569,0.559,0.7,0.603,0.7,0.7,0.639,0.7,0.644,0.636,0.437,0.401,0.215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.2,0.321
B997,0.379,0.444,0.589,0.669,0.7,0.7,0.7,0.7,0.607,0.568,0.492,0.351,0.305,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297,0.326
B998,0.33,0.544,0.485,0.608,0.55,0.7,0.647,0.7,0.7,0.667,0.51,0.375,0.371,0.268,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.231,0.376,0.411
B999,0.397,0.461,0.574,0.699,0.7,0.678,0.7,0.7,0.7,0.607,0.557,0.353,0.446,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.271,0.51
B1000,0.329,0.643,0.663,0.7,0.616,0.7,0.7,0.7,0.575,0.603,0.539,0.465,0.269,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.303,0.465
B1001,0.403,0.516,0.443,0.7,0.7,0.7,0.7,0.7,0.674,0.522,0.525,0.565,0.3,0.273,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.351,0.445
B1002,0.402,0.499,0.7,0.596,0.599,0.7,0.7,0.658,0.598,0.627,0.404,0.453,0.315,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.224,0.411
B1003,0.434,0.4,0.477,0.622,0.7,0.629,0.7,0.7,0.7,0.544,0.654,0.396,0.371,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.339,0.31
B1004,0.432,0.351,0.617,0.581,0.646,0.7,0.7,0.696,0.7,0.501,0.423,0.401,0.411,0.232,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.282,0.439
B1005,0.446,0.659,0.539,0.577,0.7,0.7,0.608,0.7,0.664,0.7,0.67,0.508,0.283,0.266,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.324,0.424
B1006,0.384,0.503,0.625,0.7,0.637,0.7,0.7,0.638,0.7,0.7,0.567,0.59,0.23,0.289,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.261,0.259,0.31
B1007,0.338,0.455,0.7,0.546,0.638,0.648,0.7,0.654,0.589,0.648,0.68,0.38,0.406,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.368,0.464
B1008,0.507,0.509,0.617,0.664,0.676,0.7,0.7,0.7,0.7,0.7,0.662,0.472,0.336,0.291,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.251,0.345,0.44
B1009,0.436,0.358,0.7,0.682,0.7,0.7,0.592,0.7,0.7,0.56,0.659,0.556,0.373,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.381,0.407
B1010,0.463,0.471,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.518,0.558,0.48,0.28,0.217,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.406,0.419
B1011,0.381,0.55,0.621,0.584,0.7,0.7,0.7,0.7,0.688,0.7,0.57,0.587,0.317,0.279,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.33,0.394
B1012,0.521,0.488,0.7,0.697,0.661,0.684,0.7,0.62,0.7,0.491,0.556,0.481,0.308,0.228,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.251,0.433
B1013,0.383,0.511,0.686,0.588,0.7,0.7,0.7,0.7,0.7,0.672,0.641,0.529,0.39,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.358
B1014,0.427,0.493,0.586,0.602,0.7,0.668,0.59,0.7,0.7,0.664,0.497,0.437,0.374,0.303,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.354,0.48
B1015,0.355,0.509,0.668,0.7,0.7,0.693,0.7,0.7,0.7,0.65,0.7,0.375,0.383,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.266,0.446
B1016,0.442,0.594,0.7,0.581,0.7,0.582,0.636,0.7,0.505,0.7,0.632,0.394,0.294,0.273,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238,0.413
B1017,0.442,0.628,0.66,0.7,0.7,0.7,0.7,0.7,0.7,0.558,0.513,0.36,0.292,0.218,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.282,0.372,0.529
B1018,0.35,0.481,0.68,0.636,0.7,0.7,0.7,0.67,0.693,0.691,0.69,0.408,0.395,0.247,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.312,0.432
B1019,0.3,0.495,0.509,0.585,0.7,0.7,0.631,0.7,0.607,0.524,0.421,0.422,0.329,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.347
B1020,0.464,0.472,0.455,0.7,0.7,0.7,0.7,0.7,0.7,0.67,0.568,0.407,0.342,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.315,0.372
B1021,0.459,0.45,0.52,0.684,0.7,0.7,0.639,0.7,0.633,0.7,0.565,0.312,0.243,0.232,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.344,0.468
B1022,0.453,0.434,0.489,0.7,0.7,0.7,0.7,0.7,0.663,0.572,0.543,0.396,0.31,0.294,0.204,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.294,0.314
B1023,0.303,0.646,0.623,0.7,0.7,0.7,0.623,0.698,0.7,0.7,0.459,0.486,0.319,0.305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.233,0.429
B1024,0.381,0.443,0.572,0.524,0.615,0.7,0.7,0.7,0.7,0.7,0.517,0.53,0.371,0.221,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.489
B1025,0.353,0.58,0.451,0.491,0.7,0.605,0.7,0.7,0.634,0.7,0.524,0.359,0.368,0.235,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.259,0.251,0.277
B1026,0.441,0.505,0.617,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.57,0.41,0.313,0.294,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.243,0.27,0.436
B1027,0.302,0.393,0.629,0.544,0.7,0.611,0.7,0.7,0.687,0.568,0.544,0.417,0.282,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.284,0.358
B1028,0.459,0.424,0.561,0.574,0.61,0.7,0.7,0.648,0.7,0.658,0.445,0.326,0.367,0.323,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.246,0.2,0.387
B1029,0.395,0.507,0.551,0.652,0.7,0.7,0.7,0.7,0.642,0.7,0.657,0.449,0.324,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.357,0.321
B1030,0.395,0.501,0.7,0.605,0.7,0.7,0.7,0.7,0.7,0.657,0.618,0.527,0.334,0.292,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.335,0.347
B1031,0.439,0.484,0.616,0.644,0.7,0.574,0.7,0.7,0.7,0.583,0.533,0.397,0.327,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.227,0.426
B1032,0.46,0.559,0.444,0.7,0.7,0.7,0.7,0.685,0.667,0.579,0.658,0.514,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.483
B1033,0.332,0.581,0.544,0.478,0.7,0.607,0.639,0.7,0.7,0.595,0.582,0.499,0.344,0.254,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.309
B1034,0.406,0.495,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.625,0.594,0.364,0.237,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.318,0.457
B1035,0.383,0.458,0.579,0.683,0.661,0.606,0.7,0.662,0.7,0.604,0.561,0.364,0.438,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.265,0.33,0.457
B1036,0.402,0.439,0.7,0.7,0.584,0.7,0.7,0.548,0.521,0.57,0.637,0.574,0.358,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.307,0.406
B1037,0.393,0.501,0.595,0.7,0.612,0.7,0.7,0.7,0.558,0.621,0.457,0.466,0.419,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.256
B1038,0.49,0.541,0.691,0.7,0.608,0.7,0.681,0.7,0.7,0.7,0.41,0.32,0.368,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.299,0.298
B1039,0.349,0.388,0.7,0.674,0.7,0.7,0.7,0.7,0.7,0.596,0.491,0.569,0.285,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.505
B1040,0.407,0.584,0.463,0.513,0.639,0.653,0.7,0.7,0.651,0.7,0.479,0.516,0.329,0.286,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.288,0.426
B1041,0.332,0.587,0.595,0.7,0.7,0.7,0.7,0.699,0.67,0.549,0.441,0.368,0.414,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.392
B1042,0.375,0.617,0.7,0.616,0.7,0.7,0.7,0.666,0.7,0.591,0.442,0.443,0.375,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.234,0.338
B1043,0.395,0.408,0.7,0.7,0.7,0.594,0.62,0.7,0.7,0.66,0.7,0.534,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.292,0.392
B1044,0.389,0.596,0.7,0.7,0.687,0.7,0.7,0.7,0.7,0.682,0.59,0.394,0.264,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.353,0.293
B1045,0.467,0.494,0.648,0.575,0.613,0.7,0.7,0.7,0.7,0.607,0.545,0.507,0.45,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.276,0.433
B1046,0.483,0.599,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.591,0.506,0.354,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238,0.336,0.28
B1047,0.411,0.658,0.465,0.7,0.7,0.562,0.7,0.7,0.663,0.644,0.481,0.479,0.273,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.276,0.379,0.423
B1048,0.358,0.363,0.567,0.7,0.7,0.7,0.682,0.595,0.7,0.7,0.482,0.5,0.313,0.269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.325,0.443
B1049,0.505,0.582,0.636,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.564,0.404,0.366,0.238,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.306,0.52
B1050,0.506,0.6,0.613,0.7,0.7,0.7,0.7,0.7,0.693,0.688,0.647,0.468,0.321,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.327,0.459
B1051,0.435,0.533,0.586,0.571,0.7,0.638,0.7,0.7,0.7,0.667,0.486,0.387,0.352,0.255,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.278,0.311,0.417
B1052,0.433,0.676,0.564,0.7,0.7,0.7,0.7,0.675,0.614,0.614,0.7,0.449,0.345,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.275,0.387
B1053,0.355,0.41,0.7,0.7,0.647,0.7,0.7,0.7,0.7,0.7,0.393,0.509,0.373,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.355
B1054,0.36,0.5,0.64,0.7,0.693,0.7,0.7,0.7,0.7,0.611,0.532,0.442,0.293,0.249,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.269,0.373
B1055,0.452,0.425,0.547,0.7,0.7,0.7,0.7,0.69,0.7,0.543,0.554,0.489,0.305,0.286,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.203,0.251,0.443
B1056,0.341,0.411,0.606,0.672,0.7,0.7,0.6,0.647,0.573,0.654,0.427,0.559,0.302,0.317,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.243,0.228,0.449
B1057,0.355,0.475,0.665,0.626,0.693,0.67,0.7,0.7,0.7,0.7,0.523,0.38,0.278,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.33,0.364
B1058,0.379,0.61,0.593,0.7,0.7,0.7,0.61,0.7,0.7,0.7,0.655,0.403,0.311,0.259,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.276,0.2,0.334
B1059,0.392,0.669,0.615,0.626,0.7,0.7,0.7,0.7,0.7,0.665,0.391,0.468,0.401,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.329,0.331
B1060,0.424,0.661,0.65,0.7,0.7,0.7,0.7,0.541,0.7,0.486,0.451,0.314,0.319,0.238,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.31,0.386
B1061,0.426,0.491,0.586,0.673,0.7,0.677,0.7,0.7,0.577,0.7,0.658,0.54,0.29,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.203,0.322,0.38
B1062,0.403,0.642,0.448,0.7,0.7,0.7,0.677,0.7,0.7,0.559,0.582,0.535,0.289,0.253,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.284,0.408
B1063,0.405,0.575,0.556,0.584,0.7,0.7,0.617,0.7,0.7,0.592,0.596,0.459,0.358,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.256,0.256,0.356
B1064,0.45,0.603,0.561,0.538,0.7,0.7,0.7,0.7,0.7,0.595,0.48,0.399,0.407,0.204,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.317,0.422
B1065,0.389,0.495,0.569,0.7,0.7,0.7,0.7,0.7,0.562,0.529,0.466,0.506,0.42,0.266,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.307,0.463
B1066,0.467,0.362,0.515,0.672,0.673,0.7,0.7,0.7,0.675,0.687,0.592,0.504,0.328,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.263,0.419
B1067,0.396,0.619,0.535,0.656,0.603,0.7,0.7,0.7,0.7,0.671,0.674,0.454,0.315,0.313,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.314,0.438
B1068,0.421,0.567,0.582,0.674,0.7,0.562,0.668,0.7,0.573,0.561,0.512,0.482,0.451,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.247,0.361
B1069,0.409,0.445,0.645,0.7,0.7,0.7,0.589,0.63,0.61,0.586,0.552,0.46,0.319,0.249,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.303,0.434
B1070,0.484,0.519,0.493,0.622,0.7,0.641,0.7,0.688,0.7,0.7,0.489,0.48,0.363,0.201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.273,0.503
B1071,0.399,0.454,0.458,0.574,0.7,0.7,0.7,0.644,0.597,0.637,0.614,0.442,0.41,0.284,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.313,0.426
B1072,0.373,0.475,0.61,0.61,0.7,0.7,0.7,0.639,0.56,0.557,0.498,0.563,0.252,0.27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.317
B1073,0.321,0.61,0.622,0.7,0.7,0.7,0.7,0.675,0.7,0.53,0.57,0.514,0.303,0.292,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.392,0.367
B1074,0.45,0.408,0.7,0.514,0.7,0.7,0.7,0.627,0.7,0.653,0.528,0.399,0.363,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.38,0.271
B1075,0.508,0.44,0.611,0.667,0.7,0.691,0.637,0.7,0.582,0.7,0.444,0.398,0.421,0.239,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.249,0.468
B1076,0.476,0.494,0.637,0.7,0.7,0.7,0.7,0.596,0.7,0.7,0.614,0.564,0.286,0.259,0.201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.342,0.269
B1077,0.432,0.521,0.49,0.7,0.662,0.667,0.7,0.7,0.7,0.573,0.558,0.374,0.371,0.243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.267,0.277
B1078,0.483,0.431,0.563,0.7,0.7,0.7,0.7,0.7,0.7,0.615,0.668,0.517,0.305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.204,0.301,0.387
B1079,0.45,0.635,0.7,0.597,0.7,0.7,0.7,0.7,0.7,0.681,0.639,0.307,0.385,0.281,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.231,0.472
B1080,0.397,0.65,0.507,0.557,0.7,0.7,0.7,0.593,0.7,0.488,0.639,0.488,0.384,0.248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.343,0.459
B1081,0.345,0.599,0.538,0.573,0.7,0.673,0.7,0.7,0.7,0.7,0.529,0.455,0.329,0.255,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.392,0.422
B1082,0.471,0.594,0.684,0.7,0.632,0.7,0.7,0.7,0.607,0.582,0.501,0.355,0.333,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.249,0.261,0.439
B1083,0.35,0.577,0.597,0.7,0.7,0.7,0.7,0.7,0.685,0.7,0.652,0.478,0.337,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.362,0.364
B1084,0.362,0.58,0.46,0.656,0.7,0.7,0.7,0.7,0.54,0.56,0.553,0.38,0.335,0.278,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.307,0.347
B1085,0.39,0.636,0.647,0.551,0.7,0.7,0.601,0.654,0.643,0.541,0.449,0.4,0.303,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.423
B1086,0.395,0.434,0.483,0.7,0.7,0.7,0.7,0.7,0.671,0.7,0.439,0.464,0.389,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.36,0.497
B1087,0.506,0.566,0.7,0.624,0.7,0.7,0.7,0.7,0.574,0.675,0.7,0.477,0.414,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.213,0.445
B1088,0.504,0.374,0.518,0.7,0.7,0.7,0.7,0.7,0.697,0.7,0.523,0.389,0.323,0.261,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.261,0.318,0.49
B1089,0.35,0.554,0.486,0.538,0.663,0.7,0.7,0.7,0.7,0.656,0.608,0.422,0.323,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.448
B1090,0.453,0.544,0.676,0.521,0.7,0.7,0.7,0.7,0.668,0.521,0.451,0.41,0.358,0.251,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.366,0.382
B1091,0.432,0.429,0.666,0.691,0.665,0.7,0.7,0.695,0.7,0.627,0.456,0.405,0.34,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.35,0.331
B1092,0.461,0.456,0.658,0.646,0.7,0.7,0.7,0.7,0.7,0.7,0.446,0.583,0.364,0.255,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.228,0.299,0.424
B1093,0.288,0.539,0.7,0.7,0.655,0.622,0.7,0.693,0.65,0.607,0.549,0.52,0.413,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.345,0.389
